,pulled,VBN,O
,out,IN,O
,of,IN,O
,the,DT,O
,U.S.,NNP,B-MISC
,Open,NNP,I-MISC
,Tennis,NNP,I-MISC
,Championships,NNP,I-MISC
,with,IN,O
,a,DT,O
,wrist,NN,O
,injury,NN,O
,",",",",O
,tournament,NN,O
,officials,NNS,O
,announced,VBD,O
,.,.,O
Sentence: 2067,The,DT,O
,20-year-old,NN,O
,Rubin,NNP,B-PER
,",",",",O
,who,WP,O
,was,VBD,O
,to,TO,O
,be,VB,O
,seeded,VBN,O
,11th,JJ,O
,",",",",O
,is,VBZ,O
,still,RB,O
,suffering,VBG,O
,from,IN,O
,tendinitis,NNS,O
,of,IN,O
,the,DT,O
,right,JJ,O
,wrist,NN,O
,that,WDT,O
,has,VBZ,O
,kept,VBN,O
,her,PRP$,O
,sidelined,VBN,O
,in,IN,O
,recent,JJ,O
,months,NNS,O
,.,.,O
Sentence: 2068,Rubin,NNP,B-PER
,'s,POS,O
,misfortune,NN,O
,turned,VBD,O
,into,IN,O
,a,DT,O
,very,RB,O
,lucky,JJ,O
,break,NN,O
,for,IN,O
,eighth-seeded,JJ,O
,Olympic,JJ,B-MISC
,champion,NN,O
,Lindsay,NNP,B-PER
,Davenport,NNP,I-PER
,.,.,O
Sentence: 2069,Davenport,NNP,B-PER
,had,VBD,O
,drawn,VBN,O
,one,CD,O
,of,IN,O
,the,DT,O
,toughest,JJS,O
,first-round,JJ,O
,assignments,NNS,O
,of,IN,O
,any,DT,O
,of,IN,O
,the,DT,O
,seeded,VBN,O
,players,NNS,O
,in,IN,O
,17th-ranked,JJ,O
,Karina,NNP,B-PER
,Habsudova,NNP,I-PER
,of,IN,O
,Slovakia,NNP,B-LOC
,.,.,O
Sentence: 2070,But,CC,O
,as,IN,O
,the,DT,O
,highest-ranked,JJ,O
,non-seeded,JJ,O
,player,NN,O
,in,IN,O
,the,DT,O
,tournament,NN,O
,",",",",O
,Habsudova,NNP,B-PER
,will,MD,O
,be,VB,O
,moved,VBN,O
,into,IN,O
,Rubin,NNP,B-PER
,'s,POS,O
,slot,NN,O
,in,IN,O
,the,DT,O
,draw,NN,O
,",",",",O
,while,IN,O
,Davenport,NNP,B-PER
,will,MD,O
,now,RB,O
,get,VB,O
,a,DT,O
,qualifier,NN,O
,in,IN,O
,the,DT,O
,first,JJ,O
,round,NN,O
,",",",",O
,according,VBG,O
,to,TO,O
,U.S.,NNP,B-MISC
,Tennis,NNP,I-MISC
,Association,NNP,I-MISC
,officials,NNS,O
,.,.,O
Sentence: 2071,Rubin,NNP,B-PER
,is,VBZ,O
,the,DT,O
,third,JJ,O
,notable,JJ,O
,withdrawal,NN,O
,from,IN,O
,the,DT,O
,women,NNS,O
,'s,POS,O
,competition,NN,O
,after,IN,O
,12th-ranked,JJ,O
,former,JJ,O
,Australian,JJ,B-MISC
,Open,NNP,I-MISC
,champion,NN,O
,Mary,NNP,B-PER
,Pierce,NNP,I-PER
,and,CC,O
,20th-ranked,JJ,O
,Wimbledon,NNP,B-MISC
,semifinalist,NN,O
,Meredith,NNP,B-PER
,McGrath,NNP,I-PER
,pulled,VBD,O
,out,RP,O
,earlier,RBR,O
,this,DT,O
,week,NN,O
,with,IN,O
,injuries,NNS,O
,.,.,O
Sentence: 2072,Men,NN,O
,'s,POS,O
,Australian,NNP,B-MISC
,Open,NNP,I-MISC
,champion,NN,O
,Boris,NNP,B-PER
,Becker,NNP,I-PER
,will,MD,O
,also,RB,O
,miss,VB,O
,the,DT,O
,year,NN,O
,'s,POS,O
,final,JJ,O
,Grand,NNP,B-MISC
,Slam,NNP,I-MISC
,with,IN,O
,a,DT,O
,wrist,NN,O
,injury,NN,O
,.,.,O
Sentence: 2073,BASEBALL,NNP,O
,-,:,O
,MAJOR,NNP,B-MISC
,LEAGUE,NNP,I-MISC
,STANDINGS,NNP,O
,AFTER,NNP,O
,THURSDAY,NNP,O
,'S,POS,O
,GAMES,NNS,O
,.,.,O
Sentence: 2074,NEW,NNP,B-LOC
,YORK,NNP,I-LOC
,1996-08-23,CD,O
Sentence: 2075,Major,NNP,B-MISC
,League,NNP,I-MISC
,Baseball,NNP,I-MISC
Sentence: 2076,standings,NNS,O
,after,IN,O
,games,NNS,O
,played,VBN,O
,on,IN,O
,Thursday,NNP,O
,(,(,O
,tabulate,NN,O
,under,IN,O
,won,JJ,O
,",",",",O
Sentence: 2077,lost,VBD,O
,",",",",O
,winning,VBG,O
,percentage,NN,O
,and,CC,O
,games,NNS,O
,behind,IN,O
,),),O
,:,:,O
Sentence: 2078,AMERICAN,NNP,B-MISC
,LEAGUE,NNP,I-MISC
Sentence: 2079,EASTERN,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2080,W,NNP,O
,L,NNP,O
,PCT,NNP,O
,GB,NNP,O
Sentence: 2081,NEW,NNP,B-ORG
,YORK,NNP,I-ORG
,72,CD,O
,54,CD,O
,.571,CD,O
,-,:,O
Sentence: 2082,BALTIMORE,VB,B-ORG
,67,CD,O
,59,CD,O
,.532,CD,O
,5,CD,O
Sentence: 2083,BOSTON,NNP,B-ORG
,64,CD,O
,64,CD,O
,.500,CD,O
,9,CD,O
Sentence: 2084,TORONTO,TO,B-ORG
,59,CD,O
,69,CD,O
,.461,CD,O
,14,CD,O
Sentence: 2085,DETROIT,PRP,B-ORG
,45,CD,O
,82,CD,O
,.354,CD,O
,27,CD,O
,1/2,CD,O
Sentence: 2086,CENTRAL,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2087,CLEVELAND,NNP,B-ORG
,76,CD,O
,51,CD,O
,.598,CD,O
,-,:,O
Sentence: 2088,CHICAGO,NNP,B-ORG
,69,CD,O
,60,CD,O
,.535,CD,O
,8,CD,O
Sentence: 2089,MINNESOTA,NNP,B-ORG
,63,CD,O
,64,CD,O
,.496,CD,O
,13,CD,O
Sentence: 2090,MILWAUKEE,NN,B-ORG
,60,CD,O
,68,CD,O
,.469,CD,O
,16,CD,O
,1/2,CD,O
Sentence: 2091,KANSAS,NNP,B-ORG
,CITY,NNP,I-ORG
,58,CD,O
,71,CD,O
,.450,CD,O
,19,CD,O
Sentence: 2092,WESTERN,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2093,TEXAS,NNP,B-ORG
,74,CD,O
,54,CD,O
,.578,CD,O
,-,:,O
Sentence: 2094,SEATTLE,NNP,B-ORG
,65,CD,O
,61,CD,O
,.516,CD,O
,8,CD,O
Sentence: 2095,OAKLAND,NNP,B-ORG
,62,CD,O
,68,CD,O
,.477,CD,O
,13,CD,O
Sentence: 2096,CALIFORNIA,NNP,B-ORG
,59,CD,O
,68,CD,O
,.465,CD,O
,14,CD,O
,1/2,CD,O
Sentence: 2097,FRIDAY,NNP,O
,",",",",O
,AUGUST,NN,O
,23,CD,O
,SCHEDULE,NNP,O
Sentence: 2098,SEATTLE,NNP,B-ORG
,AT,NNP,O
,BOSTON,NNP,B-LOC
Sentence: 2099,MILWAUKEE,NNP,B-ORG
,AT,NNP,O
,CLEVELAND,NNP,B-LOC
Sentence: 2100,CALIFORNIA,NNP,B-ORG
,AT,NNP,O
,BALTIMORE,NNP,B-LOC
Sentence: 2101,OAKLAND,NNP,B-ORG
,AT,NNP,O
,NEW,JJ,B-LOC
,YORK,NNP,I-LOC
Sentence: 2102,TORONTO,TO,B-ORG
,AT,VB,O
,CHICAGO,NNP,B-LOC
Sentence: 2103,DETROIT,NNP,B-ORG
,AT,NNP,O
,KANSAS,VBD,B-LOC
,CITY,NNP,I-LOC
Sentence: 2104,TEXAS,NNP,B-ORG
,AT,NNP,O
,MINNESOTA,NNP,B-LOC
Sentence: 2105,NATIONAL,NNP,B-MISC
,LEAGUE,NNP,I-MISC
Sentence: 2106,EASTERN,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2107,W,NNP,O
,L,NNP,O
,PCT,NNP,O
,GB,NNP,O
Sentence: 2108,ATLANTA,NNP,B-ORG
,79,CD,O
,47,CD,O
,.627,CD,O
,-,:,O
Sentence: 2109,MONTREAL,NNP,B-ORG
,68,CD,O
,58,CD,O
,.540,CD,O
,11,CD,O
Sentence: 2110,NEW,NNP,B-ORG
,YORK,NNP,I-ORG
,59,CD,O
,69,CD,O
,.461,CD,O
,21,CD,O
Sentence: 2111,FLORIDA,NNP,B-ORG
,58,CD,O
,69,CD,O
,.457,CD,O
,21,CD,O
,1/2,CD,O
Sentence: 2112,PHILADELPHIA,NNP,B-ORG
,52,CD,O
,76,CD,O
,.406,CD,O
,28,CD,O
Sentence: 2113,CENTRAL,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2114,HOUSTON,NNP,B-ORG
,68,CD,O
,60,CD,O
,.531,CD,O
,-,:,O
Sentence: 2115,ST,PRP,B-ORG
,LOUIS,VBZ,I-ORG
,67,CD,O
,60,CD,O
,.528,CD,O
,1/2,CD,O
Sentence: 2116,CHICAGO,NNP,B-ORG
,63,CD,O
,62,CD,O
,.504,CD,O
,3,CD,O
,1/2,CD,O
Sentence: 2117,CINCINNATI,NNP,B-ORG
,63,CD,O
,62,CD,O
,.504,CD,O
,3,CD,O
,1/2,CD,O
Sentence: 2118,PITTSBURGH,NNS,B-ORG
,54,CD,O
,73,CD,O
,.425,CD,O
,13,CD,O
,1/2,CD,O
Sentence: 2119,WESTERN,NNP,B-MISC
,DIVISION,NNP,I-MISC
Sentence: 2120,SAN,NNP,B-ORG
,DIEGO,NNP,I-ORG
,70,CD,O
,59,CD,O
,.543,CD,O
,-,:,O
Sentence: 2121,LOS,NNP,B-ORG
,ANGELES,NNP,I-ORG
,67,CD,O
,60,CD,O
,.528,CD,O
,2,CD,O
Sentence: 2122,COLORADO,NNP,B-ORG
,66,CD,O
,62,CD,O
,.516,CD,O
,3,CD,O
,1/2,CD,O
Sentence: 2123,SAN,NNP,B-ORG
,FRANCISCO,NNP,I-ORG
,54,CD,O
,71,CD,O
,.432,CD,O
,14,CD,O
Sentence: 2124,FRIDAY,NNP,O
,",",",",O
,AUGUST,NN,O
,23,CD,O
,SCHEDULE,NNP,O
Sentence: 2125,CINCINNATI,NNP,B-ORG
,AT,NNP,O
,FLORIDA,NNP,B-LOC
,(,(,O
,doubleheader,VBN,O
,),),O
Sentence: 2126,CHICAGO,NNP,B-ORG
,AT,NNP,O
,ATLANTA,NNP,B-LOC
Sentence: 2127,ST,NNP,B-ORG
,LOUIS,NNP,I-ORG
,AT,NNP,O
,HOUSTON,NNP,B-LOC
Sentence: 2128,PITTSBURGH,NNP,B-ORG
,AT,NNP,O
,COLORADO,NNP,B-LOC
Sentence: 2129,NEW,NNP,B-ORG
,YORK,NNP,I-ORG
,AT,NNP,O
,LOS,NNP,B-LOC
,ANGELES,NNP,I-LOC
Sentence: 2130,PHILADELPHIA,NNP,B-ORG
,AT,NNP,O
,SAN,NNP,B-LOC
,DIEGO,NNP,I-LOC
Sentence: 2131,MONTREAL,NNP,B-ORG
,AT,NNP,O
,SAN,NNP,B-LOC
,FRANCISCO,NNPS,I-LOC
Sentence: 2132,BASEBALL,NNP,O
,-,:,O
,MAJOR,NNP,B-MISC
,LEAGUE,NNP,I-MISC
,RESULTS,NNP,O
,THURSDAY,NNP,O
,.,.,O
Sentence: 2133,NEW,NNP,B-LOC
,YORK,NNP,I-LOC
,1996-08-23,CD,O
Sentence: 2134,Results,NNS,O
,of,IN,O
,Major,NNP,B-MISC
,League,NNP,I-MISC
Sentence: 2135,Baseball,NN,O
,games,NNS,O
,played,VBN,O
,on,IN,O
,Thursday,NNP,O
,(,(,O
,home,NN,O
,team,NN,O
,in,IN,O
,CAPS,NNP,O
,),),O
,:,:,O
Sentence: 2136,American,NNP,B-MISC
,League,NNP,I-MISC
Sentence: 2137,BOSTON,NNP,B-ORG
,2,CD,O
,Oakland,NNP,B-ORG
,1,CD,O
Sentence: 2138,Seattle,NN,B-ORG
,10,CD,O
,BALTIMORE,NNP,B-ORG
,3,CD,O
Sentence: 2139,California,NNP,B-ORG
,12,CD,O
,NEW,NN,B-ORG
,YORK,NNP,I-ORG
,3,CD,O
Sentence: 2140,Toronto,NNP,B-ORG
,1,CD,O
,CHICAGO,NNP,B-ORG
,0,CD,O
,(,(,O
,in,IN,O
,6,CD,O
,1/2,CD,O
,),),O
Sentence: 2141,Detroit,NNP,B-ORG
,10,CD,O
,KANSAS,NNP,B-ORG
,CITY,NNP,I-ORG
,3,CD,O
Sentence: 2142,Texas,NNP,B-ORG
,11,CD,O
,MINNESOTA,NNP,B-ORG
,2,CD,O
Sentence: 2143,National,NNP,B-MISC
,League,NNP,I-MISC
Sentence: 2144,COLORADO,NNP,B-ORG
,10,CD,O
,St,NNP,B-ORG
,Louis,NNP,I-ORG
,5,CD,O
Sentence: 2145,Cincinnati,NNP,B-ORG
,3,CD,O
,ATLANTA,NNP,B-ORG
,2,CD,O
,(,(,O
,in,IN,O
,13,CD,O
,),),O
Sentence: 2146,Pittsburgh,NNP,B-ORG
,8,CD,O
,HOUSTON,NNP,B-ORG
,6,CD,O
Sentence: 2147,LOS,NNP,B-ORG
,ANGELES,NNP,I-ORG
,8,CD,O
,Philadelphia,NNP,B-ORG
,5,CD,O
Sentence: 2148,Montreal,NNP,B-ORG
,5,CD,O
,SAN,NNP,B-ORG
,FRANCISCO,NNP,I-ORG
,4,CD,O
Sentence: 2149,BASEBALL,NNP,O
,-,:,O
,SORRENTO,TO,B-PER
,HITS,PRP$,O
,SLAM,NNP,O
,AS,NNP,O
,SEATTLE,NNP,B-ORG
,ROUTS,NNP,O
,ORIOLES,NNP,B-ORG
,.,.,O
Sentence: 2150,BALTIMORE,VB,B-LOC
,1996-08-22,CD,O
Sentence: 2151,Former,NNP,O
,Oriole,NNP,B-MISC
,Jamie,NNP,B-PER
,Moyer,NNP,I-PER
,allowed,VBD,O
,two,CD,O
,hits,NNS,O
,over,IN,O
,eight,CD,O
,scoreless,NN,O
,innings,NN,O
,before,IN,O
,tiring,VBG,O
,in,IN,O
,the,DT,O
,ninth,JJ,O
,and,CC,O
,Paul,NNP,B-PER
,Sorrento,NNP,I-PER
,added,VBD,O
,his,PRP$,O
,third,JJ,O
,grand,JJ,O
,slam,NN,O
,of,IN,O
,the,DT,O
,season,NN,O
,as,IN,O
,the,DT,O
,Seattle,NNP,B-ORG
,Mariners,NNPS,I-ORG
,routed,VBN,O
,Baltimore,NNP,B-ORG
,10-3,CD,O
,Thursday,NNP,O
,.,.,O
Sentence: 2152,Moyer,RB,B-PER
,(,(,O
,10-2,CD,O
,),),O
,",",",",O
,who,WP,O
,was,VBD,O
,tagged,VBN,O
,for,IN,O
,a,DT,O
,pair,NN,O
,of,IN,O
,homers,NNS,O
,by,IN,O
,Mike,NNP,B-PER
,Devereaux,NNP,I-PER
,and,CC,O
,Brady,NNP,B-PER
,Anderson,NNP,I-PER
,and,CC,O
,three,CD,O
,runs,NNS,O
,in,IN,O
,the,DT,O
,ninth,JJ,O
,",",",",O
,walked,VBD,O
,none,NN,O
,and,CC,O
,struck,VBD,O
,out,RP,O
,two,CD,O
,.,.,O
Sentence: 2153,Norm,NNP,B-PER
,Charlton,NNP,I-PER
,retired,VBD,O
,the,DT,O
,final,JJ,O
,three,CD,O
,batters,NNS,O
,to,TO,O
,seal,VB,O
,the,DT,O
,victory,NN,O
,.,.,O
Sentence: 2154,With,IN,O
,one,CD,O
,out,IN,O
,in,IN,O
,the,DT,O
,fifth,JJ,O
,Ken,NNP,B-PER
,Griffey,NNP,I-PER
,Jr,NNP,I-PER
,and,CC,O
,Edgar,NNP,B-PER
,Martinez,NNP,I-PER
,stroked,VBD,O
,back-to-back,JJ,O
,singles,NNS,O
,off,IN,O
,Orioles,NNP,B-ORG
,starter,NN,O
,Rocky,NNP,B-PER
,Coppinger,NNP,I-PER
,(,(,O
,7-5,CD,O
,),),O
,and,CC,O
,Jay,NNP,B-PER
,Buhner,NNP,I-PER
,walked,VBD,O
,.,.,O
Sentence: 2155,Sorrento,NNS,B-PER
,followed,VBN,O
,by,IN,O
,hitting,VBG,O
,a,DT,O
,1-2,CD,O
,pitch,NN,O
,just,RB,O
,over,IN,O
,the,DT,O
,right-field,JJ,O
,wall,NN,O
,for,IN,O
,a,DT,O
,7-0,CD,O
,advantage,NN,O
,.,.,O
Sentence: 2156,Right,RB,O
,fielder,NN,O
,Bobby,NNP,B-PER
,Bonilla,NNP,I-PER
,was,VBD,O
,after,IN,O
,the,DT,O
,ball,NN,O
,",",",",O
,which,WDT,O
,was,VBD,O
,touched,VBN,O
,by,IN,O
,fans,NNS,O
,at,IN,O
,the,DT,O
,top,NN,O
,of,IN,O
,the,DT,O
,scoreboard,NN,O
,in,IN,O
,right,NN,O
,.,.,O
Sentence: 2157,"""","""",O
,Things,NNS,O
,fell,VBD,O
,in,RP,O
,for,IN,O
,us,PRP,O
,",",",",O
,"""","""",O
,said,VBD,O
,Sorrento,NNP,B-PER
,",",",",O
,who,WP,O
,has,VBZ,O
,six,CD,O
,career,NN,O
,grand,JJ,O
,slams,NNS,O
,and,CC,O
,hit,VBD,O
,the,DT,O
,ninth,JJ,O
,of,IN,O
,the,DT,O
,season,NN,O
,for,IN,O
,the,DT,O
,Mariners,NNPS,B-ORG
,.,.,O
Sentence: 2158,"""","""",O
,We,PRP,O
,have,VBP,O
,over,IN,O
,a,DT,O
,month,NN,O
,left,VBD,O
,.,.,O
Sentence: 2159,We,PRP,O
,'ve,VBP,O
,got,VBD,O
,to,TO,O
,make,VB,O
,up,RP,O
,some,DT,O
,ground,NN,O
,.,.,O
,"""","""",O
Sentence: 2160,In,IN,O
,the,DT,O
,American,NNP,B-MISC
,League,NNP,I-MISC
,wild-card,NN,O
,race,NN,O
,",",",",O
,the,DT,O
,Mariners,NNP,B-ORG
,are,VBP,O
,three,CD,O
,games,NNS,O
,behind,IN,O
,the,DT,O
,White,NNP,B-ORG
,Sox,NNP,I-ORG
,",",",",O
,two,CD,O
,behind,IN,O
,Baltimore,NNP,B-ORG
,and,CC,O
,two,CD,O
,ahead,RB,O
,of,IN,O
,the,DT,O
,Red,NNP,B-ORG
,Sox,NNP,I-ORG
,heading,VBG,O
,into,IN,O
,Boston,NNP,B-LOC
,for,IN,O
,a,DT,O
,weekend,NN,O
,series,NN,O
,.,.,O
Sentence: 2161,Moyer,JJR,B-PER
,retired,VBD,O
,11,CD,O
,straight,JJ,O
,batters,NNS,O
,between,IN,O
,the,DT,O
,third,JJ,O
,and,CC,O
,seventh,JJ,O
,innings,NNS,O
,and,CC,O
,threw,VBD,O
,two,CD,O
,or,CC,O
,fewer,JJR,O
,pitches,NNS,O
,to,TO,O
,11,CD,O
,of,IN,O
,the,DT,O
,29,CD,O
,batters,NNS,O
,he,PRP,O
,faced,VBD,O
,.,.,O
Sentence: 2162,"""","""",O
,I,PRP,O
,made,VBD,O
,some,DT,O
,bad,JJ,O
,pitches,NNS,O
,at,IN,O
,the,DT,O
,end,NN,O
,but,CC,O
,I,PRP,O
,'m,VBP,O
,not,RB,O
,going,VBG,O
,to,TO,O
,dwell,VB,O
,on,IN,O
,it,PRP,O
,.,.,O
Sentence: 2163,We,PRP,O
,won,VBD,O
,the,DT,O
,game,NN,O
,",",",",O
,"""","""",O
,said,VBD,O
,Moyer,NNP,B-PER
,.,.,O
Sentence: 2164,Coppinger,JJR,B-PER
,(,(,O
,7-5,CD,O
,),),O
,was,VBD,O
,tagged,VBN,O
,for,IN,O
,eight,CD,O
,runs,NNS,O
,and,CC,O
,10,CD,O
,hits,NNS,O
,in,IN,O
,4,CD,O
,1/3,CD,O
,innings,NN,O
,.,.,O
Sentence: 2165,Orioles,NNP,B-ORG
,manager,NN,O
,Davey,NNP,B-PER
,Johnson,NNP,I-PER
,missed,VBD,O
,the,DT,O
,game,NN,O
,after,IN,O
,being,VBG,O
,admitted,VBN,O
,to,TO,O
,a,DT,O
,hospital,NN,O
,with,IN,O
,an,DT,O
,irregular,NN,O
,heartbeat,NN,O
,.,.,O
Sentence: 2166,Bench,NN,O
,coach,NN,O
,Andy,NNP,B-PER
,Etchebarren,NNP,I-PER
,took,VBD,O
,his,PRP$,O
,place,NN,O
,.,.,O
Sentence: 2167,In,IN,O
,Boston,NNP,B-LOC
,",",",",O
,Troy,NNP,B-PER
,O'Leary,NNP,I-PER
,homered,VBD,O
,off,RP,O
,the,DT,O
,right-field,NN,O
,foul,JJ,O
,pole,NN,O
,with,IN,O
,one,CD,O
,out,IN,O
,in,IN,O
,the,DT,O
,bottom,NN,O
,of,IN,O
,the,DT,O
,ninth,JJ,O
,and,CC,O
,the,DT,O
,Red,NNP,B-ORG
,Sox,NNP,I-ORG
,climbed,VBD,O
,to,TO,O
,the,DT,O
,.500,CD,O
,mark,NN,O
,for,IN,O
,the,DT,O
,first,JJ,O
,time,NN,O
,this,DT,O
,season,NN,O
,with,IN,O
,their,PRP$,O
,fourth,JJ,O
,straight,JJ,O
,victory,NN,O
,",",",",O
,2-1,CD,O
,over,IN,O
,the,DT,O
,Oakland,NNP,B-ORG
,Athletics,NNP,I-ORG
,.,.,O
Sentence: 2168,Boston,NNP,B-ORG
,has,VBZ,O
,won,VBN,O
,15,CD,O
,of,IN,O
,its,PRP$,O
,last,JJ,O
,19,CD,O
,games,NNS,O
,.,.,O
Sentence: 2169,Boston,NNP,B-ORG
,'s,POS,O
,Roger,NNP,B-PER
,Clemens,NNP,I-PER
,(,(,O
,7-11,CD,O
,),),O
,was,VBD,O
,one,NN,O
,out,IN,O
,away,RB,O
,from,IN,O
,his,PRP$,O
,second,JJ,O
,straight,JJ,O
,shutout,NN,O
,when,WRB,O
,pinch-hitter,JJ,O
,Matt,NNP,B-PER
,Stairs,NNP,I-PER
,tripled,VBD,O
,over,IN,O
,the,DT,O
,head,NN,O
,of,IN,O
,centre,NN,O
,fielder,NN,O
,Lee,NNP,B-PER
,Tinsley,NNP,I-PER
,on,IN,O
,an,DT,O
,0-2,CD,O
,pitch,NN,O
,and,CC,O
,pinch-hitter,JJ,O
,Terry,NNP,B-PER
,Steinbach,NNP,I-PER
,dunked,VBD,O
,a,DT,O
,broken-bat,NN,O
,single,JJ,O
,into,IN,O
,right,NN,O
,to,TO,O
,lift,VB,O
,Oakland,NNP,B-ORG
,into,IN,O
,a,DT,O
,1-1,JJ,O
,tie,NN,O
,.,.,O
Sentence: 2170,The,DT,O
,run,NN,O
,broke,VBD,O
,Clemens,NNP,B-PER
,',POS,O
,28-inning,JJ,O
,shutout,NN,O
,streak,NN,O
,",",",",O
,longest,JJS,O
,in,IN,O
,the,DT,O
,majors,NNS,O
,this,DT,O
,season,NN,O
,.,.,O
Sentence: 2171,He,PRP,O
,pitched,VBD,O
,his,PRP$,O
,fourth,JJ,O
,complete,JJ,O
,game,NN,O
,",",",",O
,allowing,VBG,O
,eight,CD,O
,hits,NNS,O
,with,IN,O
,two,CD,O
,walks,NNS,O
,and,CC,O
,11,CD,O
,strikeouts,NNS,O
,.,.,O
Sentence: 2172,Reliever,NNP,O
,Mark,NNP,B-PER
,Acre,NNP,I-PER
,(,(,O
,0-1,CD,O
,),),O
,took,VBD,O
,the,DT,O
,loss,NN,O
,.,.,O
Sentence: 2173,In,IN,O
,New,NNP,B-LOC
,York,NNP,I-LOC
,",",",",O
,Garret,NNP,B-PER
,Anderson,NNP,I-PER
,and,CC,O
,Gary,NNP,B-PER
,DiSarcina,NNP,I-PER
,drove,VBD,O
,in,IN,O
,two,CD,O
,runs,VBZ,O
,apiece,RB,O
,in,IN,O
,a,DT,O
,five-run,JJ,O
,first,JJ,O
,inning,NN,O
,and,CC,O
,Jim,NNP,B-PER
,Edmonds,NNP,I-PER
,highlighted,VBD,O
,a,DT,O
,six-run,JJ,O
,sixth,JJ,O
,with,IN,O
,a,DT,O
,bases-loaded,JJ,O
,double,JJ,O
,as,IN,O
,the,DT,O
,California,NNP,B-ORG
,Angels,NNP,I-ORG
,coasted,VBD,O
,to,TO,O
,a,DT,O
,12-3,JJ,O
,victory,NN,O
,over,IN,O
,the,DT,O
,Yankees,NNS,B-ORG
,in,IN,O
,the,DT,O
,rubber,NN,O
,game,NN,O
,of,IN,O
,their,PRP$,O
,three-game,JJ,O
,series,NN,O
,.,.,O
Sentence: 2174,The,DT,O
,Angels,NNPS,B-ORG
,battered,VBN,O
,Kenny,NNP,B-PER
,Rogers,NNP,I-PER
,(,(,O
,10-7,CD,O
,),),O
,for,IN,O
,five,CD,O
,runs,NNS,O
,in,IN,O
,the,DT,O
,first,JJ,O
,.,.,O
Sentence: 2175,The,DT,O
,Yankees,NNPS,B-ORG
,have,VBP,O
,allowed,VBN,O
,at,IN,O
,least,JJS,O
,two,CD,O
,runs,NNS,O
,in,IN,O
,the,DT,O
,first,JJ,O
,inning,NN,O
,in,IN,O
,six,CD,O
,straight,JJ,O
,games,NNS,O
,",",",",O
,getting,VBG,O
,outscored,JJ,O
,21-1,CD,O
,in,IN,O
,the,DT,O
,first,JJ,O
,inning,NN,O
,in,IN,O
,that,DT,O
,span,NN,O
,.,.,O
Sentence: 2176,Chuck,NNP,B-PER
,Finley,NNP,I-PER
,(,(,O
,12-12,CD,O
,),),O
,snapped,VBD,O
,a,DT,O
,four-game,JJ,O
,losing,NN,O
,streak,NN,O
,.,.,O
Sentence: 2177,In,IN,O
,Kansas,NNP,B-LOC
,City,NNP,I-LOC
,",",",",O
,Travis,NNP,B-PER
,Fryman,NNP,I-PER
,doubled,VBD,O
,in,IN,O
,the,DT,O
,go-ahead,NN,O
,run,NN,O
,in,IN,O
,the,DT,O
,fifth,JJ,O
,and,CC,O
,Melvin,NNP,B-PER
,Nieves,NNP,I-PER
,and,CC,O
,Damion,NNP,B-PER
,Easley,NNP,I-PER
,belted,VBD,O
,two-run,JJ,O
,homers,NNS,O
,as,IN,O
,the,DT,O
,Detroit,NNP,B-ORG
,Tigers,NNP,I-ORG
,claimed,VBD,O
,a,DT,O
,10-3,CD,O
,win,VBP,O
,over,IN,O
,the,DT,O
,Royals,NNS,B-ORG
,",",",",O
,handing,VBG,O
,them,PRP,O
,their,PRP$,O
,fifth,JJ,O
,straight,JJ,O
,loss,NN,O
,.,.,O
Sentence: 2178,The,DT,O
,Tigers,NNP,B-ORG
,won,VBD,O
,their,PRP$,O
,third,JJ,O
,straight,JJ,O
,and,CC,O
,halted,VBD,O
,a,DT,O
,seven-game,JJ,O
,road,NN,O
,losing,VBG,O
,streak,NN,O
,behind,IN,O
,Justin,NNP,B-PER
,Thompson,NNP,I-PER
,(,(,O
,1-2,CD,O
,),),O
,",",",",O
,who,WP,O
,earned,VBD,O
,his,PRP$,O
,first,JJ,O
,major-league,JJ,O
,win,NN,O
,.,.,O
Sentence: 2179,Tim,NNP,B-PER
,Belcher,NNP,I-PER
,(,(,O
,12-8,CD,O
,),),O
,was,VBD,O
,tagged,VBN,O
,for,IN,O
,six,CD,O
,runs,NNS,O
,and,CC,O
,nine,CD,O
,hits,NNS,O
,in,IN,O
,eight,CD,O
,innings,NN,O
,.,.,O
Sentence: 2180,At,IN,O
,Minnesota,NNP,B-LOC
,",",",",O
,Ken,NNP,B-PER
,Hill,NNP,I-PER
,allowed,VBD,O
,two,CD,O
,runs,VBZ,O
,en,IN,O
,route,NN,O
,to,TO,O
,his,PRP$,O
,sixth,JJ,O
,complete,JJ,O
,game,NN,O
,of,IN,O
,the,DT,O
,season,NN,O
,and,CC,O
,Rusty,NNP,B-PER
,Greer,NNP,I-PER
,added,VBD,O
,three,CD,O
,hits,NNS,O
,",",",",O
,including,VBG,O
,a,DT,O
,homer,NN,O
,",",",",O
,and,CC,O
,two,CD,O
,RBI,NNPS,B-MISC
,as,IN,O
,the,DT,O
,red-hot,JJ,O
,Texas,NNP,B-ORG
,Rangers,NNPS,I-ORG
,routed,VBN,O
